wid,model,regime_changed,auc_post,mcc_post,bal_post,acc_post,ece_post,dsi_post,acc_pre,DR
37,har,0,0.3851825593761078,0.0,0.5,0.6219135802469136,0.0453830676982111,0.9999968752693795,0.7756410256410257,0.1981940618304255
37,garch,0,0.5786600496277916,0.0,0.5,0.6219135802469136,0.047344334667658305,0.9922038917198543,0.7756410256410257,0.1981940618304255
37,majority,0,0.5,0.0,0.5,0.6219135802469136,0.37808641975308643,1.0,0.7756410256410257,0.0
38,tcn,1,0.7482560756075607,0.3104942182530522,0.6587196219621962,0.6706730769230769,0.1357768577022048,0.6049452555182777,0.5277777777777778,-0.2707489878542509
38,anfis,1,0.6198980653214063,0.02555451363675038,0.5053359683794466,0.37191358024691357,0.23003927549278294,0.8743436053698974,0.4423076923076923,0.1591519055287171
38,har,1,0.3534741002704389,0.0,0.5,0.6450617283950617,0.02223508871256641,0.9999962894517794,0.5641025641025641,-0.1435185185185185
38,garch,1,0.724308300395257,0.0,0.5,0.6450617283950617,0.02162195297852776,0.9902765038900088,0.5641025641025641,-0.1435185185185185
38,majority,1,0.5,0.0,0.5,0.6450617283950617,0.3549382716049383,1.0,0.5641025641025641,0.0
39,tcn,1,0.6447348506897956,0.18749830161356715,0.597569707200652,0.6209935897435896,0.14461958800585797,0.6656075238534598,0.6579861111111112,0.05622082403085064
39,anfis,1,0.5471542766620462,-0.05587138300102361,0.4883221644380986,0.3549382716049383,0.23022541916572753,0.8744516699773495,0.38461538461538464,0.07716049382716049
39,har,1,0.7128951235526467,0.0,0.5,0.6466049382716049,0.02067828812864475,0.999833987746518,0.6410256410256411,-0.008703703703703596
39,garch,1,0.7336348761346938,0.0,0.5,0.6466049382716049,0.031065562720011552,0.9608587488974477,0.6410256410256411,-0.008703703703703596
39,majority,1,0.5,0.0,0.5,0.6466049382716049,0.3533950617283951,1.0,0.6410256410256411,0.0
40,tcn,0,0.6527490100517819,0.18961715524134004,0.609838562290588,0.6618589743589743,0.22051777253046828,0.6331076778844276,0.4913194444444444,-0.34710519162815984
40,anfis,0,0.5873462580779654,-0.009167139281631835,0.4975766103814884,0.26697530864197533,0.3429183378631686,0.8842825526408864,0.2467948717948718,-0.0817700817700818
40,har,0,0.717245153220763,0.0,0.5,0.7592592592592593,0.0918254718908095,0.9995603246911693,0.8012820512820513,0.05244444444444444
40,garch,0,0.6280748384406921,0.0,0.5,0.7592592592592593,0.091574336737163,0.9799039542454419,0.8012820512820513,0.05244444444444444
40,majority,0,0.5,0.0,0.5,0.7592592592592593,0.24074074074074073,1.0,0.8012820512820513,0.0
41,tcn,1,0.6863785007546538,0.2646943791914178,0.6248218178769076,0.6466346153846154,0.07408708950671822,0.5874288257180278,0.8472222222222223,0.23675914249684746
41,anfis,1,0.5688334642576591,-0.01900033718401308,0.49691673212882953,0.41512345679012347,0.2128269926121711,0.8372745520562986,0.1955128205128205,-1.1232544019429267
41,har,1,0.621455223880597,0.0,0.5,0.5864197530864198,0.08103447098386313,0.9992241322204383,0.8910256410256411,0.34185984545696774
41,garch,1,0.5924882168106834,0.0,0.5,0.5864197530864198,0.0921047399257582,0.9587247213762514,0.8910256410256411,0.34185984545696774
41,majority,1,0.5,0.0,0.5,0.5864197530864198,0.41358024691358025,1.0,0.8910256410256411,0.0
42,tcn,1,0.8143112499101117,0.4264240418378188,0.7102051508583052,0.7099358974358975,0.10943574579104254,0.37135030594531776,0.6545138888888888,-0.08467659661293626
42,anfis,1,0.7021055640243903,0.0017775128002220945,0.5004954268292683,0.49537037037037035,0.17720317873716024,0.7351539811863326,0.3814102564102564,-0.29878618113912236
42,har,1,0.7274580792682928,0.0,0.5,0.5061728395061729,0.16088183783358834,0.9990672559995122,0.6602564102564102,0.23336929162171874
42,garch,1,0.6814405487804878,0.0690466643688536,0.5046875,0.5108024691358025,0.1352837254977321,0.9287074567836053,0.6602564102564102,0.22635742538655151
